Posting ID	Sponsor	Study Title	Medicine or Vaccine (generic name)	Sponsor Identification Number	Medical Condition	Phase	Link to Sponsor Study Registry	Link to study details on ClinicalTrials.gov (if available)	Link to study details on EudraCT (if available)	Analysis-ready dataset	Annotated case report form	Clinical study report	Dataset specifications	Protocol with any amendments	Raw dataset	Reporting and analysis plan	Additional Information about the data and documents available for this study	Date Added to this Site	CUI_umls	preferred_umls_name	semantic_type	high_confidence
103	GSK	A Randomized, Double-Blind, Multicenter, Placebo-controlled, Phase III Superiority Study to Assess the Safety and Efficacy of Topical Retapamulin Ointment, 1%, versus Placebo Ointment Applied Twice Daily for 5 Days in the Treatment of Adult and Pediatric Subjects with SITL	retapamulin	TOC110977	Skin Infections, Bacterial	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=110977	http://clinicaltrials.gov/show/NCT00684177		Y	Y	Y	Y	Y	Y	Y		1-Sep-2013	C1703334	retapamulin	Organic Chemical|Antibiotic	True
104	GSK	A Randomized, Double-Blind, Double Dummy, Comparative, Multicenter Study to Assess the Safety and Efficacy of Topical Retapamulin Ointment, 1%, versus Oral Linezolid in the Treatment of Secondarily-Infected Traumatic Lesions and Impetigo Due to Methicillin-Resistant Staphylococcus aureus	retapamulin	TOC110978	Skin Infections, Bacterial	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=110978	http://clinicaltrials.gov/show/NCT00852540		Y	Y	Y	Y	Y	Y	Y		1-Sep-2013	C1703334	retapamulin	Organic Chemical|Antibiotic	True
105	GSK	An open label, single-dose, fixed sequence, two treatment period study to assess the effect of haemodialysis on the pharmacokinetics of ezogabine/retigabine and the n-acetyl metabolite of ezogabine/retigabine (NAMR).	retigabine, ezogabine	RTG115214	Epilepsy	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=115214	http://clinicaltrials.gov/show/NCT01480609		Y	Y	Y	Y	Y	Y	Y		1-Jul-2015	C0530684	ezogabine	Organic Chemical|Pharmacologic Substance	True
106	GSK	A multicenter, randomized, 12 week, double-blind, placebo-controlled, parallel-group, Phase IIa study using 18F fluorodeoxyglucose (FDG)-PET to measure the effects of rilapladib on macrophage activity in subjects with atherosclerosis	rilapladib	LP2105521	Atherosclerosis	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=LP2105521	http://clinicaltrials.gov/show/NCT00695305	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2006-006201-91	Y	Y	Y	Y	Y	Y	Y		1-Nov-2014	C2699087	rilapladib	Organic Chemical|Pharmacologic Substance	True
107	GSK	A Proof-of-Concept Study Of SB-751689 In Men And Post-menopausal Women With A Fractured Distal Radius	ronacaleret	CR9108914	Fracture Healing	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=CR9108914	http://clinicaltrials.gov/show/NCT00548496	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2007-001477-29	Y	Y	Y	Y	Y	Y	Y		1-May-2013	C2825588	ronacaleret	Organic Chemical|Pharmacologic Substance	True
108	GSK	Study CR9108963: A 12-month, randomized, double-blind, parallel-group, placebo and active-controlled dose-range finding study of the efficacy and safety of SB-751689 in post-menopausal women with osteoporosis	ronacaleret	CR9108963	Osteoporosis	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=CR9108963	http://clinicaltrials.gov/show/NCT00471237	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2006-006015-72	Y	Y	Y	Y	Y	Y	Y		1-May-2013	C2825588	ronacaleret	Organic Chemical|Pharmacologic Substance	True
110	GSK	Clinical Evaluation of ropinirole PR/XR Tablet for Adjunctive Therapy to L-dopa in subjects with advanced Parkinson’s disease	ropinirole	ROP106066	Parkinson Disease	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=106066	http://clinicaltrials.gov/show/NCT00823836		Y	Y	Y	Y	N	Y	Y	A protocol is not available for this study because an English language version was not created.	1-Oct-2015	C0244821	ropinirole	Organic Chemical|Pharmacologic Substance	True
111	GSK	An open label, repeat dose, dose escalation study conducted in Parkinson's Disease patients to characterize the pharmacokinetics and effect of food on ropinirole prolonged release (PR/CR) 12mg tablets.	ropinirole	ROP109087	Parkinson Disease	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=ROP109087	http://clinicaltrials.gov/show/NCT00460148	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2006-006209-94	Y	Y	Y	Y	Y	Y	Y		1-May-2013	C0244821	ropinirole	Organic Chemical|Pharmacologic Substance	True
112	GSK	Clinical evaluation of ropinirole IR (immediate release) tablets in patients who are diagnosed with symptomatic restless legs syndrome (RLS) associated with Chronic kidney disease (CKD) managed with haemodialysis (including haemofiltration and haemodiafiltration)	ropinirole	ROR113079	Restless Legs Syndrome	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=113079	http://clinicaltrials.gov/show/NCT00996944		Y	Y	N	Y	N	N	Y	A raw dataset is not available for this study. A clinical study report and a protocol are not available for this study because English language versions were not created.	1-Jul-2015	C0244821	ropinirole	Organic Chemical|Pharmacologic Substance	True
113	GSK	Clinical Evaluation of Ropinirole CR-RLS Tablets in Restless Legs Syndrome-Open-Label, Uncontrolled Study. Classification: Clinical Pharmacology, Exploratory	ropinirole	ROX107846	Restless Legs Syndrome	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=107846	http://clinicaltrials.gov/show/NCT00530790		Y	Y	N	Y	N	N	Y	A raw dataset is not available for this study. A clinical study report and a protocol are not available for this study because English language versions were not created.	1-Jul-2015	C0244821	ropinirole	Organic Chemical|Pharmacologic Substance	True
114	GSK	An open-label extension study of the long-term safety and efficacy of rosiglitazone extended-release (RSG XR) as adjunctive therapy to acetylcholinesterase inhibitors in subjects with mild-to-moderate Alzheimer's disease (REFLECT-4).	rosiglitazone	AVA102675	Alzheimer's Disease	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=AVA102675	http://clinicaltrials.gov/show/NCT00490568	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2006-004152-20	Y	N	Y	Y	Y	Y	Y	This is a follow-up study to AVA102670 and AVA102672. An annotated case report form is not available for this study. A blank case report form will be provided.	1-May-2013	C0289313	rosiglitazone	Organic Chemical|Pharmacologic Substance	True
115	GSK	An open-label extension study of the long-term safety and efficacy of rosiglitazone extended-release (RSG XR) in subjects with mild-to-moderate Alzheimer's disease (REFLECT-5)	rosiglitazone	AVA102677	Alzheimer's Disease	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=AVA102677	http://clinicaltrials.gov/show/NCT00550420	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2006-005078-28	Y	Y	Y	Y	Y	Y	Y	This is a follow-up study to AVA105640.	1-May-2013	C0289313	rosiglitazone	Organic Chemical|Pharmacologic Substance	True
116	GSK	A 24-week, double-blind, double-dummy, randomized, parallel-group study to investigate the effects of rosiglitazone (extended release tablets), donepezil, and placebo as monotherapy on cognition and overall clinical response in APOE ε4-stratified subjects with mild to moderate Alzheimer’s disease. (REFLECT-1)	rosiglitazone	AVA105640	Alzheimer's Disease	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=105640	http://clinicaltrials.gov/show/NCT00428090	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2006-002038-39	Y	Y	Y	Y	Y	Y	Y	A follow-on study AVA102677 was conducted.	1-May-2013	C0289313	rosiglitazone	Organic Chemical|Pharmacologic Substance	True
117	GSK	An open label single oral dose study in patients with mild Alzheimer's disease to assess the pharmacokinetics of extended release formulation of Rosiglitazone (RSG XR) in this population	rosiglitazone	AVA109941	Alzheimer's Disease	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=AVA109941	http://clinicaltrials.gov/show/NCT00688207	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2007-005924-34	Y	Y	Y	Y	Y	Y	Y		1-May-2013	C0289313	rosiglitazone	Organic Chemical|Pharmacologic Substance	True
118	GSK	A 52 Week Randomized, Double-Blind, Multicenter, Mechanistic Study with a 24 Week Open-Label Follow-Up to Evaluate the Effect of AVANDIA TM on Bone in Postmenopausal Women with Type 2 Diabetes Mellitus	rosiglitazone	AVD111179	Diabetes Mellitus, Type 2	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=AVD111179	http://clinicaltrials.gov/show/NCT00679939	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2008-002301-38	Y	Y	Y	Y	Y	Y	Y		1-May-2013	C0289313	rosiglitazone	Organic Chemical|Pharmacologic Substance	True
119	GSK	Thiazolidinedione Intervention with vitamin D Evaluation (TIDE) A Multicenter Randomized Double-Blind Placebo Controlled Trial of a Thiazolidinedione or Placebo and of Vitamin D or Placebo In People With Type 2 Diabetes at Risk For Cardiovascular Disease	rosiglitazone	AVD111960	Diabetes Mellitus, Type 2	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=111960	http://clinicaltrials.gov/show/NCT00879970	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2008-005030-73	N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study.	1-May-2013	C0289313	rosiglitazone	Organic Chemical|Pharmacologic Substance	True
120	GSK	A randomized, double-blind, placebo controlled, incomplete block, 3 way cross over study in subjects with allergic rhinitis to assess the effect of intranasal repeat doses of SB-705498 when administered alone or in conjunction with intranasal fluticasone propionate on the symptoms of rhinitis in the Vienna allergen challenge chamber	SB705498	VR1111924	Rhinitis	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=111924	http://clinicaltrials.gov/show/NCT01424397	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2011-000115-11	Y	Y	Y	Y	Y	Y	Y		1-May-2013	C1744311	SB 705498	Organic Chemical	True
121	GSK	A Randomized, Double-blind, Double-dummy, Placebo-controlled, Crossover Study to Evaluate the Efficacy of TREXIMET® (Sumatriptan + Naproxen Sodium) vs. Butalbital-containing Combination Medications for the Acute Treatment of Migraine when administered during the Moderate-Severe Migraine Pain, 1 of 2	sumatriptan/naproxen	TRX109011	Migraine Disorders	Phase 3		http://clinicaltrials.gov/show/NCT01812408		Y	Y	Y	Y	Y	Y	Y	There is no GSK Study Register entry for this study.	1-May-2013	C0075632;C0027396	sumatriptan;naproxen	Organic Chemical|Pharmacologic Substance;Organic Chemical|Pharmacologic Substance	True;True
122	GSK	A Crossover, Randomized, Double-blind, Double-dummy, Placebo-controlled Study to Evaluate the Efficacy of TREXIMET®/Sumatriptan + Naproxen Sodium vs. Butalbital-containing Combination Medications for the Acute Treatment of Migraine when administered during Moderate-Severe Migraine Pain, 2 of 2	sumatriptan/naproxen	TRX109013	Migraine Disorders	Phase 3		http://clinicaltrials.gov/show/NCT00599157		Y	Y	Y	Y	Y	Y	Y	There is no GSK Study Register entry for this study.	1-May-2013	C0075632;C0027396	sumatriptan;naproxen	Organic Chemical|Pharmacologic Substance;Organic Chemical|Pharmacologic Substance	True;True
123	GSK	Assessment of the effect of sumatriptan and naproxen sodium combination tablet, sumatriptan tablet, and naproxen sodium tablet treatment on blood pressure when administered intermittently for six months for the acute treatment of migraine attacks, with or without aura, in adults	sumatriptan/naproxen	TXA110948	Migraine Disorders	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=110948	http://clinicaltrials.gov/show/NCT00792636		Y	Y	Y	Y	Y	Y	Y		1-May-2013	C0075632;C0027396	sumatriptan;naproxen	Organic Chemical|Pharmacologic Substance;Organic Chemical|Pharmacologic Substance	True;True
124	GSK	A Multicenter, Randomized, Double-Blind, Vehicle-Controlled, Parallel-Group Study to Evaluate the Safety and Efficacy of Tazarotene Foam, 0.1%, in Subjects with Acne Vulgaris	tazarotene	STF114575	Acne Vulgaris	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=114575	http://clinicaltrials.gov/show/NCT01017146		N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study.	1-May-2013	C0288792	tazarotene	Organic Chemical|Pharmacologic Substance	True
125	GSK	A Multicenter, Randomized, Double-Blind, Vehicle-Controlled, Parallel-Group Study to Evaluate the Safety and Efficacy of Tazarotene Foam, 0.1%, in Subjects with Acne Vulgaris	tazarotene	STF114576	Acne Vulgaris	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=114576	http://clinicaltrials.gov/show/NCT01017120		N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study.	1-May-2013	C0288792	tazarotene	Organic Chemical|Pharmacologic Substance	True
127	GSK	A multi-centre, randomized, double-blind, placebo-controlled, cross-over study to evaluate the effects of GW597599 and GR205171 on sleep continuity, PSG sleep recordings, subjective sleep assessment and daytime cognitive function in subjects with primary insomnia	vestipitant	NKI110334	Sleep Initiation and Maintenance Disorders	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=NKI110334	http://clinicaltrials.gov/show/NCT00606697	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2007-004035-35	Y	Y	Y	Y	Y	Y	Y		1-Mar-2015	C2607417	vestipitant	Organic Chemical	True
128	GSK	A 28-Day, Polysomnographic and Subjective Assessment of Vestipitant (15mg/day) for the Treatment of Primary Insomnia in Adult Outpatients	vestipitant	NKI111364	Sleep Disorders	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=111364	http://clinicaltrials.gov/show/NCT00992160	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2008-006345-72	Y	Y	Y	Y	Y	Y	Y		1-Mar-2015	C2607417	vestipitant	Organic Chemical	True
141	GSK	Non-inferiority of one formulation of GSK Biologicals' DTPw-HBV/Hib to 2 formulations of GSK Biologicals' DTPw-HBV/Hib with respect to the immune response to the PRP antigen, when administered to healthy infants at 6, 10, 14 weeks of age	Combined Diphtheria, Tetanus, Whole Cell Pertussis, Hepatitis B, Haemophilus influenzae Type b Vaccine (KFT)	104977	Diphtheria; Haemophilus influenzae type b; Hepatitis B; Tetanus; Whole Cell Pertussis	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=104977	http://clinicaltrials.gov/show/NCT00473668		Y	N	Y	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided.	1-May-2013	C0545299;C0305062;C0717973;C0062527;C0062086	Immunization, diphtheria-tetanus combined;tetanus toxoid vaccine, inactivated;pertussis, whole cell;hepatitis B surface antigen vaccine;Haemophilus influenzae type b polysaccharide vaccine	Therapeutic or Preventive Procedure;Amino Acid, Peptide, or Protein|Pharmacologic Substance|Immunologic Factor;Pharmacologic Substance|Immunologic Factor;Amino Acid, Peptide, or Protein|Pharmacologic Substance|Immunologic Factor;Organic Chemical|Pharmacologic Substance|Immunologic Factor	False;True;True;True;False
142	GSK	Immunogenicity and reactogenicity of a booster dose of GlaxoSmithKline Biologicals’ GSK2036874A vaccine in healthy toddlers	Combined Diphtheria, Tetanus, Whole Cell Pertussis, Hepatitis B, Haemophilus influenzae Type b Vaccine (KFT)	113264	Diphtheria; Haemophilus influenzae type b; Hepatitis B; Tetanus; Whole Cell Pertussis	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=113264	http://clinicaltrials.gov/show/NCT01106092	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2016-000645-31	Y	Y	Y	Y	Y	Y	Y		1-May-2013	C0545299;C0305062;C0717973;C0062527;C0062086	Immunization, diphtheria-tetanus combined;tetanus toxoid vaccine, inactivated;pertussis, whole cell;hepatitis B surface antigen vaccine;Haemophilus influenzae type b polysaccharide vaccine	Therapeutic or Preventive Procedure;Amino Acid, Peptide, or Protein|Pharmacologic Substance|Immunologic Factor;Pharmacologic Substance|Immunologic Factor;Amino Acid, Peptide, or Protein|Pharmacologic Substance|Immunologic Factor;Organic Chemical|Pharmacologic Substance|Immunologic Factor	False;True;True;True;False
151	GSK	Evaluation of GSK Biological’s dTpa-IPV booster vaccine in children and adolescents, 5 years after previous dTpa-IPV boosting.	Combined Reduced Antigen Content Diphtheria, Tetanus, Acellular Pertussis, Inactivated Polio Vaccine	110947	Acellular pertussis; Diphtheria; Poliomyelitis; Tetanus	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=110947	http://clinicaltrials.gov/show/NCT00635128	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2007-003477-94	Y	Y	Y	Y	Y	Y	Y		1-Mar-2015	C5233092;C0305062;C0982332;C0718003	Reduced cysteine content;tetanus toxoid vaccine, inactivated;acellular pertussis vaccine, inactivated;Poliovirus Vaccine, Inactivated	Finding;Amino Acid, Peptide, or Protein|Pharmacologic Substance|Immunologic Factor;Amino Acid, Peptide, or Protein|Pharmacologic Substance|Immunologic Factor;Pharmacologic Substance|Immunologic Factor	False;True;True;True
